6099,10.7,1000
3738,3.48,1000
1741,1.13,1000
1089,2.12,1000
120,1.45,1000
1079,0.5,1000
3396,23.05,1000
1618,1.99,1000
1333,3.61,1000
2866,0.88,1000
8210,1.17,1000
2280,4.8,1000
496,3.45,1000
7312,4.84,1000
2006,2.1,1000
1238,3.17,1000
2858,2.02,1000
512,4,1000
2662,7.69,1000
754,6.24,1000
1681,5.8,1000
6858,8.03,1000
639,1.64,1000
341,19.28,1000
1731,1.22,1000
1302,1.61,1000
2868,3.07,1000
950,6.25,1000
342,2.9,1000
1585,2.74,1000
1996,2.69,1000
2016,4.25,1000
1622,4.22,1000
1466,1.27,1000
2329,2.08,1000
1789,5.15,1000
1234,6.38,1000
1836,7.6,1000
1986,4.91,1000
6889,10.08,1000
826,1.65,1000
467,1.48,1000
511,17.2,1000
506,3.45,1000
1381,4.02,1000
3309,5.85,1000
1508,1.63,1000
8469,6.35,1000
1600,6.22,1000
3969,5.53,1000
816,1.56,1000
1569,1.41,1000
1383,1.17,1000
8480,3.07,1000
535,0.74,1000
8293,5.98,1000
2678,9.42,1000
921,6.05,1000
934,3.21,1000
6128,4.02,1000
337,2.07,1000
41,32.6,1000
3355,1.4,1000
6836,1.18,1000
582,3.03,1000
8022,1.3,1000
8391,0.315,1000
7205,7.68,1000
330,1.82,1000
579,1.48,1000
1812,4.57,1000
1023,2.22,1000
1086,2.8,1000
1963,4.72,1000
1266,1.44,1000
327,3.56,1000
2136,2.76,1000
1572,1.24,1000
777,14.26,1000
856,3.95,1000
1848,8.17,1000
797,1.37,1000
596,3.43,1000
2038,0.94,1000
1629,1.42,1000
7322,11.62,1000
1098,13.28,1000
102,0.97,1000
1862,2.24,1000
2022,0.275,1000
709,3.6,1000
2356,14.8,1000
297,0.87,1000
1196,4.93,1000
1475,3.63,1000
808,2.94,1000
1462,1.72,1000
240,0.83,1000
45,12.04,1000
3700,2.17,1000
546,3.2,1000
1806,3.6,1000
1980,4.2,1000
6198,4.44,1000
1360,3.52,1000
242,2.57,1000
860,0.51,1000
8487,2.85,1000
3683,2.19,1000
1140,2.53,1000
1252,6.65,1000
1777,0.94,1000
2051,4.2,1000
35,3.7,1000
631,2.53,1000
3836,3.06,1000
1281,1.77,1000
1070,3.24,1000
6122,4.05,1000
1363,0.325,1000
52,27.2,1000
435,4.89,1000
32,12.2,1000
931,1.33,1000
811,5.24,1000
906,3.22,1000
1723,2.95,1000
3336,1.93,1000
2232,4.64,1000
832,2.87,1000
286,0.66,1000
994,1.06,1000
6178,7.59,1000
732,1.18,1000
1829,3.9,1000
1773,1.45,1000
1939,1.45,1000
1565,3.95,1000
1623,0.82,1000
1115,2.02,1000
1589,2.8,1000
3818,1.25,1000
1828,2.91,1000
1240,1.98,1000
2099,10.72,1000
2833,27.25,1000
8283,6.7,1000
1632,1.59,1000
256,1.66,1000
128,0.75,1000
6100,29.85,1000
6865,1.98,1000
456,1.1,1000
6116,6.9,1000
3092,198.8,1000
995,4.77,1000
1176,1.39,1000
1899,2.32,1000
1686,4.45,1000
877,3.77,1000
271,3.51,1000
1004,0.56,1000
2342,1.23,1000
1661,0.65,1000
1072,4.42,1000
945,129.9,1000
1636,4.26,1000
127,8.8,1000
1061,5.4,1000
2048,13.8,1000
321,3.18,1000
989,0.375,1000
1224,1.82,1000
1885,1.96,1000
2779,2.27,1000
737,3.97,1000
6868,5.36,1000
8601,0.61,1000
1428,1.58,1000
1268,2.9,1000
895,8.8,1000
1033,0.79,1000
116,12.24,1000
976,2.48,1000
1708,8.88,1000
588,2.33,1000
2300,1.89,1000
1680,1.37,1000
716,1.06,1000
2199,6,1000
3115,98,1000
3329,1.45,1000
480,3.77,1000
3813,1.49,1000
34,8.39,1000
1385,8.46,1000
861,3.8,1000
2198,1.95,1000
1375,1.76,1000
1031,1.87,1000
8545,0.405,1000
999,4.1,1000
1566,2.76,1000
1263,2.91,1000
1575,0.91,1000
818,1.23,1000
1330,3.07,1000
8436,1.43,1000
3302,0.95,1000
1243,0.99,1000
6111,4.35,1000
6168,0.85,1000
3147,5.33,1000
1133,2.41,1000
107,2.43,1000
8232,0.92,1000
6183,1.01,1000
2680,0.66,1000
2488,7.8,1000
8073,0.67,1000
2708,1.74,1000
3167,60.2,1000
1803,2.73,1000
563,1.34,1000
1117,0.85,1000
2255,1.6,1000
95,2.19,1000
2283,4.69,1000
6166,3.18,1000
207,0.86,1000
3140,19.64,1000
1763,15,1000
468,4.43,1000
3308,9.1,1000
6826,40,1000
978,1.15,1000
3318,2.77,1000
2138,5.5,1000
3393,4.13,1000
1616,1.25,1000
400,3,1000
1430,2.86,1000
951,3.68,1000
1718,0.75,1000
3358,3.3,1000
1665,0.96,1000
1361,1.93,1000
1720,2.33,1000
1739,3.02,1000
2014,1.71,1000
611,0.68,1000
1679,1.89,1000
1700,1.4,1000
6118,4.55,1000
1916,6.64,1000
1598,0.94,1000
317,5.73,1000
1223,1,1000
6196,3.85,1000
86,3.7,1000
2341,1.57,1000
2262,1.17,1000
752,2.9,1000
1798,0.98,1000
3303,0.97,1000
2552,7.6,1000
1908,6.55,1000
585,1.55,1000
3395,1.8,1000
8223,1,1000
1137,2.4,1000
2337,3.99,1000
2111,2.19,1000
3382,0.85,1000
1043,2.34,1000
1107,1.1,1000
1270,2.92,1000
1811,1.21,1000
564,3.82,1000
859,1.07,1000
8090,0.66,1000
2083,1.4,1000
3636,9.09,1000
7,0.92,1000
1205,0.66,1000
1735,2.37,1000
1297,2.17,1000
1526,1.48,1000
3939,1.69,1000
1671,1.14,1000
815,0.84,1000
8422,0.46,1000
398,2.12,1000
820,8.21,1000
831,3.44,1000
8491,1.54,1000
2139,2.14,1000
43,0.7,1000
1758,1.94,1000
1122,2.06,1000
1689,2.29,1000
8137,1.05,1000
1685,0.71,1000
29,6.9,1000
2322,0.63,1000
1881,2.17,1000
2836,23.75,1000
2003,8.88,1000
357,7.12,1000
62,21.05,1000
1982,0.71,1000
8103,1.65,1000
3600,1.4,1000
78,4.48,1000
8266,0.99,1000
1129,1.14,1000
